Date,Price,Volume,CirSupply,Velocity,Valuation
2021-06-11,20.99,72287015,951391311,0.08,0.12
2021-06-12,20.78,70043645,951634370,0.07,0.11
2021-06-13,22.08,55847040,951822523,0.06,0.08
2021-06-14,22.21,55507006,951947671,0.06,0.08
2021-06-15,24.76,127275722,952477184,0.13,0.44
2021-06-16,22.97,73783791,952762789,0.08,0.14
2021-06-17,22.51,54909707,952998100,0.06,0.07
2021-06-18,21.40,65716933,953236504,0.07,0.10
2021-06-19,20.36,48995763,953294384,0.05,0.05
2021-06-20,20.67,63352751,953913391,0.07,0.09
2021-06-21,15.77,153890270,954074627,0.16,0.41
2021-06-22,14.65,206564172,954450258,0.22,0.69
2021-06-23,16.14,127691789,954584222,0.13,0.29
2021-06-24,16.25,71580489,954980616,0.07,0.09
2021-06-25,14.47,88038494,954985182,0.09,0.12
2021-06-26,14.50,78302917,955298038,0.08,0.10
2021-06-27,15.02,65400350,955278836,0.07,0.07
2021-06-28,15.74,70470196,955875107,0.07,0.09
2021-06-29,16.25,82633783,956282672,0.09,0.12
2021-06-30,16.40,73677807,956422881,0.08,0.10
2021-07-01,15.28,57830312,956851171,0.06,0.06
2021-07-02,15.34,49100050,957202666,0.05,0.04
2021-07-03,15.55,45738589,957578740,0.05,0.04
2021-07-04,16.01,46975384,957868211,0.05,0.04
2021-07-05,15.24,55435996,957561122,0.06,0.05
2021-07-06,16.14,62055353,958347262,0.06,0.07
2021-07-07,16.86,84474956,958615146,0.09,0.13
2021-07-08,15.34,72800345,958797399,0.08,0.09
2021-07-09,15.67,52481288,959228549,0.05,0.05
2021-07-10,15.29,43432467,959450991,0.05,0.03
2021-07-11,15.48,35079512,959760787,0.04,0.02
2021-07-12,14.87,44932448,975021563,0.05,0.03
2021-07-13,14.19,42777567,975063901,0.04,0.03
2021-07-14,13.80,62252003,975302287,0.06,0.06
2021-07-15,13.08,58613244,975908253,0.06,0.05
2021-07-16,12.05,67277442,976185916,0.07,0.06
2021-07-17,12.29,69296939,976248227,0.07,0.06
2021-07-18,12.68,53243122,976436756,0.05,0.04
2021-07-19,11.43,76181258,976343128,0.08,0.07
2021-07-20,10.98,85647474,977224694,0.09,0.08
2021-07-21,12.31,99967638,977028863,0.10,0.13
2021-07-22,13.16,79356334,977686864,0.08,0.09
2021-07-23,13.40,71274664,977692869,0.07,0.07
2021-07-24,13.81,64198366,977740857,0.07,0.06
2021-07-25,13.71,56699294,978472749,0.06,0.05
2021-07-26,13.95,128562664,978727427,0.13,0.24
2021-07-27,14.38,78259343,978599828,0.08,0.09
2021-07-28,14.54,76267843,978993225,0.08,0.09
2021-07-29,15.24,69702346,979161333,0.07,0.08
2021-07-30,15.84,71814520,979504442,0.07,0.09
2021-07-31,16.85,75066936,979876246,0.08,0.10
2021-08-01,18.41,150207222,980465380,0.15,0.43
2021-08-02,18.02,92299069,980469113,0.09,0.16
2021-08-03,17.34,76341592,980466814,0.08,0.11
2021-08-04,19.16,83343637,981064747,0.08,0.14
2021-08-05,19.13,85768368,981278429,0.09,0.15
2021-08-06,20.40,84060182,981496122,0.09,0.15
2021-08-07,20.97,81792928,981876879,0.08,0.15
2021-08-08,19.68,67064236,982056761,0.07,0.09
2021-08-09,20.62,67359720,982602358,0.07,0.10
2021-08-10,20.61,69703552,985069438,0.07,0.10
2021-08-11,21.40,86843397,985533767,0.09,0.17
2021-08-12,20.75,79333860,985912836,0.08,0.13
2021-08-13,22.71,64458644,986096347,0.07,0.10
