Date,Price,Volume,CirSupply,Velocity,Valuation
2022-02-19,85.10,9991297,245295458,0.04,0.14
2022-02-20,77.34,12729741,245313131,0.05,0.21
2022-02-21,69.99,23244506,245402461,0.09,0.63
2022-02-22,74.57,18022302,245533140,0.07,0.40
2022-02-23,73.70,23058729,245644410,0.09,0.65
2022-02-24,76.52,40474983,245740286,0.16,2.08
2022-02-25,80.83,23309847,245847047,0.09,0.73
2022-02-26,81.88,17331953,245962989,0.07,0.41
2022-02-27,74.99,21030824,246068569,0.09,0.55
2022-02-28,84.34,22606754,246185701,0.09,0.71
2022-03-01,86.74,26282031,246279103,0.11,0.99
2022-03-02,83.29,19331776,246364817,0.08,0.51
2022-03-03,78.56,19530762,246459221,0.08,0.49
2022-03-04,75.65,24736374,265437101,0.09,0.66
2022-03-05,76.73,12945639,265564039,0.05,0.18
2022-03-06,72.53,12595531,265647382,0.05,0.16
2022-03-07,71.88,15918665,265771483,0.06,0.26
2022-03-08,72.92,18444008,265864829,0.07,0.35
2022-03-09,77.72,21232786,265973632,0.08,0.50
2022-03-10,74.00,16222479,266088875,0.06,0.28
2022-03-11,71.24,22503838,266190774,0.08,0.51
2022-03-12,71.00,8947234,266273427,0.03,0.08
2022-03-13,68.08,9705485,266352802,0.04,0.09
2022-03-14,68.89,19176976,266460091,0.07,0.36
2022-03-15,69.89,14800501,266556465,0.06,0.22
2022-03-16,74.18,15979067,266670995,0.06,0.27
2022-03-17,79.54,22184599,266830179,0.08,0.55
2022-03-18,85.76,21889867,266905744,0.08,0.58
2022-03-19,89.69,20525616,266898927,0.08,0.53
2022-03-20,84.72,17133341,267182354,0.06,0.35
2022-03-21,86.45,24105256,267229159,0.09,0.70
2022-03-22,83.98,20791326,267278112,0.08,0.51
2022-03-23,86.25,17137007,267268233,0.06,0.35
2022-03-24,87.56,18577298,267263494,0.07,0.42
2022-03-25,83.66,13483030,267265143,0.05,0.21
2022-03-26,85.96,7751809,267265122,0.03,0.07
2022-03-27,89.82,8450536,267264026,0.03,0.09
2022-03-28,89.60,19622382,267256285,0.07,0.48
2022-03-29,92.84,17689853,267277555,0.07,0.41
2022-03-30,95.78,18332077,267271556,0.07,0.45
2022-03-31,96.92,22715743,267333203,0.08,0.70
2022-04-01,96.69,18043218,267351565,0.07,0.44
2022-04-02,95.97,16419691,267357257,0.06,0.36
2022-04-03,98.08,13138596,267386500,0.05,0.24
2022-04-04,95.52,12536110,267385912,0.05,0.21
2022-04-05,91.02,11759521,267992520,0.04,0.18
2022-04-06,82.96,17757469,267986637,0.07,0.36
2022-04-07,87.92,15636160,268017760,0.06,0.30
2022-04-08,83.77,16323636,268018406,0.06,0.31
2022-04-09,84.59,7335417,268020689,0.03,0.06
2022-04-10,81.82,5965366,268298127,0.02,0.04
2022-04-11,74.17,15534966,268290578,0.06,0.25
2022-04-12,76.36,11643088,268279871,0.04,0.14
2022-04-13,80.00,9177406,268275788,0.03,0.09
2022-04-14,76.82,9265653,268287738,0.03,0.09
2022-04-15,77.44,6482169,268282903,0.02,0.05
2022-04-16,77.89,3728726,268267132,0.01,0.02
2022-04-17,75.71,4258343,268263852,0.02,0.02
2022-04-18,77.79,8755923,268269630,0.03,0.08
2022-04-19,80.29,7369939,268477715,0.03,0.06
2022-04-20,78.27,7958952,268473856,0.03,0.07
2022-04-21,75.08,7583638,268491981,0.03,0.06
2022-04-22,74.12,7180484,268626409,0.03,0.05
2022-04-23,72.92,4947722,268618296,0.02,0.02
2022-04-24,71.60,4473836,268611302,0.02,0.02
2022-04-25,72.87,10091237,268613308,0.04,0.10
2022-04-26,68.67,8177636,268605168,0.03,0.06
2022-04-27,69.86,6805561,268609971,0.03,0.04
2022-04-28,67.32,8189477,268608479,0.03,0.06
2022-04-29,63.42,8454966,268614404,0.03,0.06
2022-04-30,57.05,11274689,268613085,0.04,0.10
2022-05-01,58.86,12715511,268627109,0.05,0.13
2022-05-02,60.52,14763750,268624089,0.05,0.18
2022-05-03,59.66,9929408,268622774,0.04,0.08
2022-05-04,67.09,13053727,268793889,0.05,0.16
2022-05-05,59.13,21306968,268784169,0.08,0.37
2022-05-06,57.03,15556951,268937063,0.06,0.19
2022-05-07,55.16,10064387,268954705,0.04,0.08
2022-05-08,51.52,16263021,268951738,0.06,0.19
2022-05-09,41.97,29265942,268976711,0.11,0.50
2022-05-10,44.56,36455083,268968963,0.14,0.82
2022-05-11,30.96,78434307,268944908,0.29,2.63
2022-05-12,30.36,60595116,268929250,0.23,1.54
2022-05-13,32.14,37939330,268931983,0.14,0.64
2022-05-14,34.08,22123359,268945898,0.08,0.23
2022-05-15,36.54,20388328,269103425,0.08,0.21
2022-05-16,32.57,26648060,269112160,0.10,0.32
2022-05-17,34.40,19654453,269113108,0.07,0.18
2022-05-18,29.61,21669036,269113215,0.08,0.19
2022-05-19,30.38,27841700,269113024,0.10,0.33
2022-05-20,28.95,31142991,269119682,0.12,0.39
2022-05-21,29.87,16259086,269119451,0.06,0.11
2022-05-22,31.81,21584274,269331151,0.08,0.20
2022-05-23,29.03,27479562,269341181,0.10,0.30
2022-05-24,29.03,23787015,270791557,0.09,0.22
2022-05-25,27.23,21613037,270795795,0.08,0.17
2022-05-26,23.55,42781592,270802185,0.16,0.59
2022-05-27,22.42,43001531,270806723,0.16,0.57
2022-05-28,24.84,28513289,271375236,0.11,0.27
2022-05-29,26.12,26831336,271376420,0.10,0.26
2022-05-30,27.63,34817228,271383928,0.13,0.45
2022-05-31,26.39,36709219,271400023,0.14,0.48
2022-06-01,23.80,29762752,271406177,0.11,0.29
2022-06-02,24.68,24982354,280766736,0.09,0.20
2022-06-03,23.01,20127827,280770993,0.07,0.12
2022-06-04,24.53,15340701,280808949,0.05,0.07
2022-06-05,24.16,16810555,280823795,0.06,0.09
2022-06-06,25.99,31900694,280832173,0.11,0.34
2022-06-07,24.64,37483990,280929359,0.13,0.44
2022-06-08,24.50,20513686,280935699,0.07,0.13
2022-06-09,24.41,26600650,280949980,0.09,0.22
2022-06-10,22.08,23734455,280971582,0.08,0.16
2022-06-11,19.80,26642532,280978249,0.09,0.18
2022-06-12,17.39,43088798,280980374,0.15,0.41
2022-06-13,16.02,79745739,280982671,0.28,1.29
2022-06-14,16.54,55564413,280991865,0.20,0.65
2022-06-15,18.21,56153293,280993270,0.20,0.73
2022-06-16,15.73,39378704,281012069,0.14,0.31
2022-06-17,16.01,24994043,281013159,0.09,0.13
2022-06-18,14.84,33746635,281011127,0.12,0.21
2022-06-19,16.19,31557361,281031256,0.11,0.20
2022-06-20,17.14,32781047,281044434,0.12,0.23
2022-06-21,16.86,29454569,281077803,0.10,0.19
2022-06-22,16.08,25975479,281199800,0.09,0.14
2022-06-23,18.29,26384578,281367108,0.09,0.16
2022-06-24,20.55,32697377,281534897,0.12,0.28
2022-06-25,21.37,22293428,281670729,0.08,0.13
2022-06-26,19.69,21011519,281831415,0.07,0.11
2022-06-27,19.32,22416209,281996031,0.08,0.12
2022-06-28,18.12,27084805,282152836,0.10,0.17
2022-06-29,17.60,25308340,282302532,0.09,0.14
2022-06-30,16.93,26767174,282366716,0.09,0.15
2022-07-01,16.09,30510307,282418044,0.11,0.19
2022-07-02,16.34,13771573,282469371,0.05,0.04
2022-07-03,16.66,14536024,282573088,0.05,0.04
2022-07-04,17.94,23969951,282651032,0.08,0.13
2022-07-05,18.06,30586308,282882887,0.11,0.21
2022-07-06,19.15,32326651,282965202,0.11,0.25
2022-07-07,20.23,30019060,283037839,0.11,0.23
2022-07-08,19.80,29996055,283131676,0.11,0.22
2022-07-09,19.92,15018336,283229023,0.05,0.06
2022-07-10,19.15,16915707,283315080,0.06,0.07
2022-07-11,17.37,19473773,283376163,0.07,0.08
2022-07-12,16.85,23366646,283452794,0.08,0.11
2022-07-13,18.81,33830365,283538496,0.12,0.27
2022-07-14,19.73,34403501,283629603,0.12,0.29
2022-07-15,19.39,27777200,283720454,0.10,0.19
2022-07-16,21.21,27920050,283839212,0.10,0.21
2022-07-17,20.61,24371010,283842697,0.09,0.15
2022-07-18,24.09,41068241,283854175,0.14,0.50
2022-07-19,24.74,46523206,283857226,0.16,0.66
2022-07-20,23.60,45272756,283873659,0.16,0.60
2022-07-21,25.04,30317660,283876748,0.11,0.29
2022-07-22,23.72,26952348,283904510,0.09,0.21
2022-07-23,23.65,19758131,283909520,0.07,0.11
2022-07-24,23.87,17802773,283909596,0.06,0.09
2022-07-25,20.98,27969088,283914872,0.10,0.20
2022-07-26,20.67,21463057,283971709,0.08,0.12
2022-07-27,23.42,32164694,283972820,0.11,0.30
2022-07-28,24.24,41956809,284016781,0.15,0.53
2022-07-29,24.52,37623535,284320608,0.13,0.43
2022-07-30,24.23,31085205,284322671,0.11,0.29
2022-07-31,23.75,23823382,284342930,0.08,0.17
2022-08-01,23.66,20412896,284352747,0.07,0.12
2022-08-02,22.86,25721699,284389622,0.09,0.19
2022-08-03,23.07,25375864,284397482,0.09,0.18
2022-08-04,23.38,19445810,284428150,0.07,0.11
2022-08-05,24.95,22443678,284440632,0.08,0.16
2022-08-06,26.66,27200928,284449586,0.10,0.24
2022-08-07,27.89,28291426,284470945,0.10,0.28
2022-08-08,27.95,35201902,284483282,0.12,0.43
2022-08-09,27.42,27673288,284927389,0.10,0.26
2022-08-10,29.12,32385235,284930565,0.11,0.38
2022-08-11,28.56,26613553,284930479,0.09,0.25
2022-08-12,29.34,16641086,284938053,0.06,0.10
2022-08-13,29.11,16120584,284940053,0.06,0.09
2022-08-14,28.22,15164663,284942517,0.05,0.08
2022-08-15,27.93,17722721,284943340,0.06,0.11
2022-08-16,27.16,15285795,284944436,0.05,0.08
2022-08-17,25.49,19770085,284956454,0.07,0.12
2022-08-18,24.26,16098307,284960662,0.06,0.08
2022-08-19,22.49,34018080,284970910,0.12,0.32
