Date,Price,Volume,CirSupply,Velocity,Valuation
2020-03-22,1.92,79313360,191128679,0.41,0.33
2020-03-23,2.09,75396563,190982901,0.39,0.33
2020-03-24,2.14,74371159,190755098,0.39,0.33
2020-03-25,2.08,66162008,190661483,0.35,0.25
2020-03-26,2.17,53906037,190728274,0.28,0.17
2020-03-27,2.03,54571728,190366588,0.29,0.17
2020-03-28,1.97,72268777,191157479,0.38,0.28
2020-03-29,1.86,53752168,190973073,0.28,0.15
2020-03-30,1.98,63090074,190275570,0.33,0.22
2020-03-31,1.96,49867268,190608412,0.26,0.13
2020-04-01,1.98,56521931,190612265,0.30,0.17
2020-04-02,1.99,68585826,190234406,0.36,0.26
2020-04-03,1.98,62037348,190738367,0.33,0.21
2020-04-04,2.03,53990813,190334195,0.28,0.16
2020-04-05,2.07,54077468,190373786,0.28,0.17
2020-04-06,2.38,84620040,190853272,0.44,0.47
2020-04-07,2.35,84009829,190516438,0.44,0.46
2020-04-08,2.47,66621625,190843679,0.35,0.30
2020-04-09,2.58,64954098,191051555,0.34,0.30
2020-04-10,2.31,86749542,190519791,0.46,0.48
2020-04-11,2.30,58155487,191063494,0.30,0.21
2020-04-12,2.33,55446539,190869974,0.29,0.20
2020-04-13,2.26,58652384,190785911,0.31,0.21
2020-04-14,2.35,58037153,190405532,0.30,0.22
2020-04-15,2.28,62127671,190305461,0.33,0.24
2020-04-16,2.42,70108612,190375449,0.37,0.33
2020-04-17,2.39,57524068,190450764,0.30,0.22
2020-04-18,2.50,61980926,190981844,0.32,0.26
2020-04-19,2.40,61401150,190865207,0.32,0.25
2020-04-20,2.29,71100764,190525683,0.37,0.32
2020-04-21,2.29,57022137,190510008,0.30,0.21
2020-04-22,2.38,54258934,190610249,0.28,0.19
2020-04-23,2.41,67242796,190292937,0.35,0.30
2020-04-24,2.76,93521223,190449682,0.49,0.67
2020-04-25,2.88,84830369,190858177,0.44,0.57
2020-04-26,2.80,72197804,190646491,0.38,0.40
2020-04-27,2.77,74577282,190708029,0.39,0.42
2020-04-28,2.81,63768410,190966701,0.33,0.31
2020-04-29,2.95,87179786,190782638,0.46,0.62
2020-04-30,2.76,93651537,190469286,0.49,0.67
2020-05-01,2.85,75650807,190517514,0.40,0.45
2020-05-02,2.88,61791378,190599702,0.32,0.30
2020-05-03,2.78,65374833,190492677,0.34,0.33
2020-05-04,2.77,77092448,190921467,0.40,0.45
2020-05-05,2.71,69371564,190473276,0.36,0.36
2020-05-06,2.67,65740288,190921128,0.34,0.32
2020-05-07,2.73,73463334,190565386,0.39,0.41
2020-05-08,2.82,68274522,190820057,0.36,0.36
2020-05-09,2.76,70642774,190606067,0.37,0.38
2020-05-10,2.52,87061541,190558029,0.46,0.53
2020-05-11,2.40,79424227,190591157,0.42,0.42
2020-05-12,2.48,65730901,190963283,0.34,0.29
2020-05-13,2.54,59390068,190860887,0.31,0.25
2020-05-14,2.52,72528559,190638591,0.38,0.36
2020-05-15,2.48,63798401,190385459,0.34,0.28
2020-05-16,2.55,57711115,190857731,0.30,0.23
2020-05-17,2.54,56584286,190799537,0.30,0.22
2020-05-18,2.59,63138408,190950108,0.33,0.28
2020-05-19,2.60,54910915,190902910,0.29,0.22
2020-05-20,2.70,59243272,190570364,0.31,0.26
2020-05-21,2.52,72145938,190730807,0.38,0.36
2020-05-22,2.65,57124749,190715607,0.30,0.24
2020-05-23,2.60,44347348,190959068,0.23,0.14
2020-05-24,2.53,53499747,190387454,0.28,0.20
2020-05-25,2.61,54353089,190911630,0.28,0.21
2020-05-26,2.58,47133844,190569182,0.25,0.16
2020-05-27,2.61,46555849,190386061,0.24,0.16
2020-05-28,2.66,38252801,190662820,0.20,0.11
2020-05-29,2.68,34599804,190664969,0.18,0.09
2020-05-30,2.81,44519252,190836810,0.23,0.15
2020-05-31,2.73,46505874,190999660,0.24,0.16
2020-06-01,2.85,45976418,190734164,0.24,0.17
2020-06-02,2.75,63068767,190969690,0.33,0.30
2020-06-03,2.90,45114107,190969217,0.24,0.16
2020-06-04,3.11,62407530,190794201,0.33,0.33
2020-06-05,3.11,55890438,190629415,0.29,0.27
2020-06-06,3.06,37594943,190547315,0.20,0.12
2020-06-07,3.03,40279442,190493388,0.21,0.14
2020-06-08,3.15,34183563,190599503,0.18,0.10
2020-06-09,3.13,42383926,190642710,0.22,0.15
2020-06-10,3.12,40151162,190487024,0.21,0.14
2020-06-11,2.77,51798730,190778457,0.27,0.20
2020-06-12,2.86,43438067,190921487,0.23,0.15
2020-06-13,2.88,37019117,190666488,0.19,0.11
2020-06-14,2.77,36024949,190794495,0.19,0.10
2020-06-15,2.71,53989525,190927876,0.28,0.22
2020-06-16,2.72,42157775,190932367,0.22,0.13
2020-06-17,2.70,43234369,190771689,0.23,0.14
2020-06-18,2.66,35964720,190352868,0.19,0.09
2020-06-19,2.59,38313136,190747327,0.20,0.10
2020-06-20,2.61,34802650,190994221,0.18,0.09
2020-06-21,2.61,31438242,190482259,0.17,0.07
2020-06-22,2.68,36035940,190768014,0.19,0.10
2020-06-23,2.77,37552718,190918195,0.20,0.11
2020-06-24,2.68,39311385,190966042,0.21,0.11
2020-06-25,2.62,29490381,191012823,0.15,0.06
2020-06-26,2.62,32202523,190645157,0.17,0.07
2020-06-27,2.44,38238423,190779216,0.20,0.10
2020-06-28,2.51,26897036,190993617,0.14,0.05
2020-06-29,2.65,34160242,190341308,0.18,0.09
2020-06-30,2.60,21661147,190351824,0.11,0.03
2020-07-01,2.66,23184282,190422167,0.12,0.04
2020-07-02,2.68,30576678,190851486,0.16,0.07
2020-07-03,2.69,31318954,190889439,0.16,0.07
2020-07-04,2.77,26598547,190898808,0.14,0.05
2020-07-05,2.93,43663272,190378869,0.23,0.15
2020-07-06,3.02,46112087,190652831,0.24,0.18
2020-07-07,3.24,39989215,190736357,0.21,0.14
2020-07-08,3.55,47196074,190764696,0.25,0.22
2020-07-09,3.80,45298334,190726641,0.24,0.21
2020-07-10,4.06,59115153,190734004,0.31,0.39
2020-07-11,3.94,66610829,190794882,0.35,0.48
2020-07-12,4.02,40345364,190493837,0.21,0.18
2020-07-13,3.88,55640147,190478960,0.29,0.33
2020-07-14,3.96,40752316,190456110,0.21,0.18
2020-07-15,4.04,29435871,190517228,0.15,0.10
2020-07-16,4.08,44377159,190591231,0.23,0.22
2020-07-17,4.14,35630267,190742500,0.19,0.14
2020-07-18,4.36,43121136,190843204,0.23,0.22
2020-07-19,4.19,45612100,190682237,0.24,0.24
2020-07-20,3.88,31766207,190728110,0.17,0.11
2020-07-21,4.00,33727759,190525809,0.18,0.13
2020-07-22,4.01,23781110,190836815,0.12,0.06
2020-07-23,3.96,24571670,190471129,0.13,0.07
2020-07-24,3.82,26349907,190581275,0.14,0.07
2020-07-25,3.91,30107865,190445751,0.16,0.10
2020-07-26,3.81,30126982,190439925,0.16,0.10
2020-07-27,3.59,49975687,190628013,0.26,0.25
2020-07-28,3.75,32193227,190711779,0.17,0.11
2020-07-29,3.64,29538119,190711565,0.15,0.09
2020-07-30,3.72,23974490,190659376,0.13,0.06
2020-07-31,3.79,25898849,190807728,0.14,0.07
2020-08-01,4.06,38827055,190854525,0.20,0.17
2020-08-02,3.89,39607814,190776571,0.21,0.17
2020-08-03,3.85,37651929,190927754,0.20,0.15
2020-08-04,4.01,27970657,190696070,0.15,0.09
2020-08-05,4.16,30712349,190668522,0.16,0.11
2020-08-06,4.18,30755719,190509259,0.16,0.11
2020-08-07,4.02,30483927,190710767,0.16,0.10
2020-08-08,4.43,26882612,190762586,0.14,0.09
2020-08-09,5.28,69512448,190832345,0.36,0.70
2020-08-10,5.47,65082888,200933089,0.32,0.57
2020-08-11,4.93,46234868,201558166,0.23,0.26
2020-08-12,5.98,60295345,201465265,0.30,0.54
2020-08-13,6.15,78995223,201625694,0.39,0.94
2020-08-14,6.09,58426882,201815715,0.29,0.51
2020-08-15,6.09,31889867,201792822,0.16,0.15
2020-08-16,6.22,34506616,201819530,0.17,0.18
2020-08-17,5.94,29858234,201739155,0.15,0.13
2020-08-18,5.84,30544754,201821571,0.15,0.13
2020-08-19,5.67,31200188,201835081,0.15,0.14
2020-08-20,6.30,37279730,202000657,0.18,0.21
2020-08-21,5.63,44411057,202099006,0.22,0.27
2020-08-22,6.44,44861224,201927635,0.22,0.32
2020-08-23,8.52,111598026,202182791,0.55,2.60
2020-08-24,8.15,58628534,202093769,0.29,0.69
2020-08-25,8.43,91984914,202273005,0.45,1.74
2020-08-26,7.74,70213141,202299038,0.35,0.93
2020-08-27,7.29,65323311,202175412,0.32,0.76
2020-08-28,7.58,42656490,202351208,0.21,0.34
2020-08-29,7.31,35774287,202269923,0.18,0.23
2020-08-30,7.64,45893111,202272036,0.23,0.39
2020-08-31,7.21,39198404,202489863,0.19,0.27
2020-09-01,7.25,51227090,202376402,0.25,0.46
2020-09-02,6.65,41674242,202649626,0.21,0.28
2020-09-03,4.98,56636379,202633496,0.28,0.39
2020-09-04,5.51,62432718,202621401,0.31,0.52
2020-09-05,4.93,69544243,202588225,0.34,0.58
2020-09-06,5.19,61447224,202530281,0.30,0.48
2020-09-07,5.05,58605974,202943784,0.29,0.42
2020-09-08,4.96,72184061,202633241,0.36,0.63
2020-09-09,5.33,60293161,203011633,0.30,0.47
2020-09-10,5.32,68769900,202824153,0.34,0.61
2020-09-11,5.36,77941631,202949215,0.38,0.79
2020-09-12,5.61,64177388,203004663,0.32,0.56
2020-09-13,5.28,71558526,203077147,0.35,0.66
2020-09-14,5.39,70862389,203082535,0.35,0.66
2020-09-15,4.88,74489523,203119788,0.37,0.66
2020-09-16,5.14,65165671,203119740,0.32,0.53
2020-09-17,5.07,67141187,203250178,0.33,0.55
2020-09-18,4.97,66681724,203168115,0.33,0.54
2020-09-19,4.94,56151428,203458057,0.28,0.38
2020-09-20,4.67,58683980,203158907,0.29,0.39
2020-09-21,4.10,84919799,203184945,0.42,0.72
2020-09-22,4.22,40683466,203394680,0.20,0.17
2020-09-23,3.85,68237195,203324644,0.34,0.43
2020-09-24,4.48,61608799,203629948,0.30,0.41
